"Country Name","Country Code","Indicator Name","Indicator Code","2007","2010","2012","2014","2016","2018",
"Algeria","DZA","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","108","138","114","109","72","103",
"Algeria","DZA","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.27273","2.263864","2.460606","2.540816","2.856771","2.604862",
"Algeria","DZA","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","139","129","145","102","59","113",
"Algeria","DZA","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","1.91667","2.241477","2.127273","2.540816","2.912498","2.391247",
"Algeria","DZA","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","139","98","89","117","77","122",
"Algeria","DZA","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2","2.696023","2.682828","2.540816","2.801043","2.38747",
"Algeria","DZA","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","148","141","117","66","108","138",
"Algeria","DZA","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","1.6","1.96875","2.259596","2.714286","2.368421","2.13028",
"Algeria","DZA","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","103","136","116","94","91","124",
"Algeria","DZA","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","2.81818","2.814489","2.854286","3.040816","3.079681","2.761177",
"Algeria","DZA","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","140","130","125","96","75","117",
"Algeria","DZA","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","116","88","67","59","85",
"Algeria","DZA","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","144","145","127","107","143",
"Algeria","DZA","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.06338034910516","2.360373","2.414844","2.649451","2.769683","2.448071",
"Algeria","DZA","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.234538","2.14632","2.403042","2.509529","2.209783",
"Algeria","DZA","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.486208","2.683367","2.89586","3.029838","2.68636",
"Algeria","DZA","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","33.3312988816389","43.6793976464544","45.2632323174803","52.8334395158462","54.8574427450746","45.2318078966866",
"Algeria","DZA","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","139","122","139","87","80","96",
"Algeria","DZA","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","1.83333","2.059659","2.016162","2.540816","2.577318","2.421383",
"Angola","AGO","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","94","106","147","103","130","157",
"Angola","AGO","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.375","2.541406","2.001506","2.58895","2.211879","2.004317",
"Angola","AGO","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","81","147","149","128","128","155",
"Angola","AGO","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","2.5","2.019345","2.002635","2.311173","2.31063","2.004317",
"Angola","AGO","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","87","130","139","84","128","143",
"Angola","AGO","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2.5","2.375","2.25873","2.789474","2.370738","2.202283",
"Angola","AGO","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","71","151","101","114","157","160",
"Angola","AGO","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.4","1.75","2.333333","2.368421","1.796833","1.571429",
"Angola","AGO","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","100","121","141","96","141","140",
"Angola","AGO","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","2.83333","3.008073","2.585969","3.023951","2.589369","2.594983",
"Angola","AGO","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","86","142","138","112","139","159",
"Angola","AGO","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","119","108","77","123","142",
"Angola","AGO","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","151","151","143","150","160",
"Angola","AGO","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.47752197378388","2.247351","2.27602","2.54298","2.241183","2.046158",
"Angola","AGO","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.033218","2.03451","2.28708","2.097788","1.847173",
"Angola","AGO","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.461483","2.51753","2.79888","2.384579","2.245143",
"Angola","AGO","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","46.3124286186235","40.0504422931818","40.8220197433436","49.4230750135411","38.4747581112888","32.6776916916242",
"Angola","AGO","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","88","149","92","140","129","153",
"Angola","AGO","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2.25","1.6875","2.482869","2.105263","2.133789","1.857143",
"Argentina","ARG","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","46","51","38","53","47","58",
"Argentina","ARG","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","3","3.150037","3.302219","3.150335","3.260731","3.046989",
"Argentina","ARG","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","44","45","51","62","66","68",
"Argentina","ARG","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","3","3.03062","2.952439","2.930554","2.825233","2.777043",
"Argentina","ARG","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","49","43","32","64","81","59",
"Argentina","ARG","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2.9697","3.152119","3.33106","2.957428","2.759638","2.923781",
"Argentina","ARG","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","51","56","83","85","76","98",
"Argentina","ARG","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.64865","2.629174","2.447484","2.546248","2.628572","2.417844",
"Argentina","ARG","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","46","43","72","55","61","58",
"Argentina","ARG","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","3.5","3.816632","3.266585","3.492036","3.470985","3.368942",
"Argentina","ARG","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","45","48","49","60","66","61",
"Argentina","ARG","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","43","37","52","55","57",
"Argentina","ARG","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","51","61","68","71","72",
"Argentina","ARG","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.98246765621821","3.099664","3.046716","2.986475","2.962629","2.886984",
"Argentina","ARG","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","3.006799","2.901633","2.87091","2.812619","2.797332",
"Argentina","ARG","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","3.192529","3.1918","3.10204","3.112639","2.976636",
"Argentina","ARG","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","62.1397809619075","67.4168472764052","65.477877275448","63.6286296241844","60.8384710692949","58.9416525792736",
"Argentina","ARG","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","47","52","52","63","59","62",
"Argentina","ARG","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2.80556","2.750209","2.943176","2.831158","2.856412","2.773509",
"Armenia","ARM","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","113","139","99","114","147","113",
"Armenia","ARM","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.22222","2.258886","2.570513","2.5","2.021886","2.511196",
"Armenia","ARM","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","121","79","115","79","137","97",
"Armenia","ARM","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","2.11111","2.585741","2.403846","2.75","2.206495","2.503441",
"Armenia","ARM","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","140","123","96","90","146","95",
"Armenia","ARM","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2","2.434444","2.653846","2.75","2.215145","2.649059",
"Armenia","ARM","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","118","125","116","75","148","81",
"Armenia","ARM","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.1","2.1","2.267628","2.625","1.946664","2.573787",
"Armenia","ARM","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","122","77","92","98","139","111",
"Armenia","ARM","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","2.625","3.401743","3.070513","3","2.604003","2.896062",
"Armenia","ARM","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","131","111","100","92","141","92",
"Armenia","ARM","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","82","76","60","124","73",
"Armenia","ARM","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","133","130","136","153","122",
"Armenia","ARM","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.13681872715438","2.524127","2.564369","2.672723","2.205513","2.607607",
"Armenia","ARM","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.321773","2.34517","2.353628","2.033944","2.418165",
"Armenia","ARM","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.726482","2.783568","2.991818","2.377081","2.79705",
"Armenia","ARM","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","35.6332001065406","48.9372762446018","50.0467878276788","53.5788631776662","37.3690431427228","50.2150592045339",
"Armenia","ARM","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","143","92","110","107","122","86",
"Armenia","ARM","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","1.77778","2.323333","2.37602","2.375","2.216773","2.484109",
"Australia","AUS","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","12","20","19","16","19","20",
"Australia","AUS","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","3.96875","3.868594","3.787924","3.814925","3.871699","3.816621",
"Australia","AUS","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","19","17","16","17","17","21",
"Australia","AUS","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","3.75758","3.767605","3.748992","3.748209","3.871699","3.709445",
"Australia","AUS","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","12","3","28","18","21","40",
"Australia","AUS","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","3.71875","3.781638","3.39703","3.518525","3.633604","3.247206",
"Australia","AUS","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","17","14","16","9","22","7",
"Australia","AUS","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","3.58333","3.682927","3.596397","3.853854","3.543957","3.867186",
"Australia","AUS","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","20","18","17","26","21","21",
"Australia","AUS","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","4.1","4.157593","4.048654","4.002407","4.044528","3.976111",
"Australia","AUS","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","17","18","18","16","19","18",
"Australia","AUS","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","9","16","11","10","14",
"Australia","AUS","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","19","24","17","30","26",
"Australia","AUS","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","3.79033926812148","3.840615","3.7265","3.810776","3.793385","3.751431",
"Australia","AUS","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","3.73221","3.633208","3.743372","3.583603","3.601817",
"Australia","AUS","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","3.94902","3.819792","3.878181","4.003166","3.901046",
"Australia","AUS","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","87.4622445347945","91.2075968469553","87.2253074640102","90.031752254897","86.5906253845746","85.9434367741557",
"Australia","AUS","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","20","18","18","12","18","16",
"Australia","AUS","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","3.64706","3.783343","3.827374","3.99996","3.816468","3.968431",
"Austria","AUT","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","13","22","11","10","2","7",
"Austria","AUT","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","3.96552","3.831676","3.967589","3.934276","4.355787","4.087098",
"Austria","AUT","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","4","20","3","26","4","6",
"Austria","AUT","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","4.13333","3.698343","4.1","3.558489","4.181863","4.083611",
"Austria","AUT","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","3","4","7","40","9","3",
"Austria","AUT","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","3.96667","3.776316","3.711858","3.26111","3.850089","3.87753",
"Austria","AUT","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","8","20","9","23","15","12",
"Austria","AUT","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","3.83333","3.490936","3.770316","3.531243","3.790874","3.714068",
"Austria","AUT","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","3","23","31","23","7","12",
"Austria","AUT","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","4.44444","4.08293","3.785771","4.03734","4.371814","4.250803",
"Austria","AUT","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","5","19","11","22","7","4",
"Austria","AUT","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","5","3","11","3","2",
"Austria","AUT","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","25","19","35","11","14",
"Austria","AUT","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","4.06257364283823","3.762671","3.890392","3.648587","4.097985","4.026005",
"Austria","AUT","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","3.528361","3.704057","3.405775","3.982884","3.88479",
"Austria","AUT","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","3.996981","4.076727","3.8914","4.213087","4.167221",
"Austria","AUT","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","95.9953393180262","88.7049398770249","92.4684873983185","84.8366887327702","96.0327554497613","94.5200040981507",
"Austria","AUT","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","8","21","11","25","12","5",
"Austria","AUT","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","4.06061","3.679825","4.054348","3.63611","4.07841","4.181584",
"Azerbaijan","AZE","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","96","91","80","148","","",
"Azerbaijan","AZE","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","2.375","2.646104","2.750567","2.142857","","",
"Azerbaijan","AZE","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","128","91","143","149","","",
"Azerbaijan","AZE","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","2","2.477633","2.142857","2.142857","","",
"Azerbaijan","AZE","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","90","55","120","113","","",
"Azerbaijan","AZE","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","2.5","3.051948","2.428571","2.571429","","",
"Azerbaijan","AZE","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","95","117","147","82","","",
"Azerbaijan","AZE","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","2.23077","2.14311","1.917234","2.571429","","",
"Azerbaijan","AZE","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","124","100","74","143","","",
"Azerbaijan","AZE","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","2.625","3.146104","3.226531","2.571429","","",
"Azerbaijan","AZE","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","111","89","116","125","","",
"Azerbaijan","AZE","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","61","59","81","","",
"Azerbaijan","AZE","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","120","153","154","","",
"Azerbaijan","AZE","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","2.29099752604194","2.639554","2.481118","2.448376","","",
"Azerbaijan","AZE","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.440924","2.017221","2.146846","","",
"Azerbaijan","AZE","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.838184","2.945014","2.749907","","",
"Azerbaijan","AZE","Logistics performance index: Percent of highest performer)","LP.LPI.OVRL.RK.ZS","40.4658826281404","52.6434522949478","47.3834487219805","46.392821485575","","",
"Azerbaijan","AZE","Quality- of trade and transport-related infrastructure, rank (1=highest performer)","LP.LPI.INFR.RK","116","104","101","68","","",
"Azerbaijan","AZE","Quality of trade- and transport-related infrastructure, score (1=low to 5=high)","LP.LPI.INFR.XQ","2","2.229257","2.417233","2.714286","","",
"Bahamas, The","BHS","Ability to track and trace consignments, rank (1=highest performer)","LP.LPI.TRAC.RK","","77","87","99","87","110",
"Bahamas, The","BHS","Ability to track and trace consignments, score (1=low to 5=high)","LP.LPI.TRAC.XQ","","2.807843","2.652945","2.642302","2.637094","2.517881",
"Bahamas, The","BHS","Competence and quality of logistics services, rank (1=highest performer)","LP.LPI.LOGS.RK","","64","80","64","73","130",
"Bahamas, The","BHS","Competence and quality of logistics services, score (1=low to 5=high)","LP.LPI.LOGS.XQ","","2.690196","2.692253","2.915029","2.741194","2.267881",
"Bahamas, The","BHS","Ease of arranging competitively priced international shipments, rank (1=highest performer)","LP.LPI.ITRN.RK","","99","81","63","79","114",
"Bahamas, The","BHS","Ease of arranging competitively priced international shipments, score (1=low to 5=high)","LP.LPI.ITRN.XQ","","2.692451","2.722842","2.958333","2.796514","2.50145",
"Bahamas, The","BHS","Efficiency of the clearance process, rank (1=highest performer)","LP.LPI.CUST.RK","","78","57","45","72","61",
"Bahamas, The","BHS","Efficiency of the clearance process, score (1=low to 5=high)","LP.LPI.CUST.XQ","","2.381201","2.6875","3.001736","2.654794","2.684211",
"Bahamas, The","BHS","Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)","LP.LPI.TIME.RK","","71","98","72","105","125",
"Bahamas, The","BHS","Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)","LP.LPI.TIME.XQ","","3.460025","2.987724","3.19439","2.928102","2.751119",
"Bahamas, The","BHS","Logistics performance index: Overall rank (1=highest performance)","LP.LPI.OVRL.RK","","78","80","66","78","112",
"Bahamas, The","BHS","Logistics performance index: Overall rank (1=highest performance), lower bound","LP.LPI.OVRL.RK.LB","","56","55","51","69","85",
"Bahamas, The","BHS","Logistics performance index: Overall rank (1=highest performance), upper bound","LP.LPI.OVRL.RK.UB","","104","107","86","98","130",
"Bahamas, The","BHS","Logistics performance index: Overall score (1=low to 5=high)","LP.LPI.OVRL.XQ","","2.746246","2.752828","2.910966","2.749937","2.525412",
"Bahamas, The","BHS","Logistics performance index: Overall score (1=low to 5=high), lower bound","LP.LPI.OVRL.XQ.LB","","2.5704","2.514675","2.700934","2.578793","2.365442",
"Bahamas, The","BHS","Logistics performance index: Overall score (1=low to 5=high), upper bound","LP.LPI.OVRL.XQ.UB","","2.922092","2.99098","3.120998","2.921081","2.685381",
